timestamp,name,group,location,value_1,value_2,value_3,location_previous
05/20/2018 12:43,Donna Evans,entrepreneur,a,3,5,0,b
05/20/2018 13:12,Donna Evans,entrepreneur,e,4,3,5,a
05/20/2018 13:55,Donna Evans,entrepreneur,c,2,2,3,e
05/20/2018 14:24,Donna Evans,entrepreneur,d,3,3,1,c
05/20/2018 12:00,Lorena Johnson,student,c,2,5,3,door
05/20/2018 14:24,Lorena Johnson,student,e,3,2,1,c
05/20/2018 15:00,Lorena Johnson,student,b,4,2,5,e
05/20/2018 15:01,Lorena Johnson,student,a,4,5,0,b
05/20/2018 16:30,Lorena Johnson,student,d,5,3,5,a
05/20/2018 12:00,Luanne Zook,faculty,e,3,0,3,door
05/20/2018 13:12,Luanne Zook,faculty,c,0,0,3,e
05/20/2018 14:24,Luanne Zook,faculty,b,2,2,2,c
05/20/2018 15:00,Luanne Zook,faculty,d,5,4,1,b
05/20/2018 15:14,Luanne Zook,faculty,a,1,2,3,d
05/20/2018 12:00,Bobby Casey,entrepreneur,e,5,2,1,door
05/20/2018 13:04,Bobby Casey,entrepreneur,b,3,1,1,e
05/20/2018 13:26,Bobby Casey,entrepreneur,a,1,2,3,b
05/20/2018 15:07,Bobby Casey,entrepreneur,c,5,3,1,a
05/20/2018 15:36,Bobby Casey,entrepreneur,d,1,4,5,c
05/20/2018 12:00,John Megginson,entrepreneur,b,4,0,5,door
05/20/2018 13:48,John Megginson,entrepreneur,a,1,2,2,b
05/20/2018 15:00,John Megginson,entrepreneur,d,2,1,0,a
05/20/2018 15:03,John Megginson,entrepreneur,c,1,3,0,d
05/20/2018 16:19,John Megginson,entrepreneur,e,0,5,0,c
05/20/2018 12:00,Lydia Flores,student,e,4,5,2,door
05/20/2018 12:43,Lydia Flores,student,a,2,3,5,e
05/20/2018 12:43,Lydia Flores,student,b,1,4,0,a
05/20/2018 13:13,Lydia Flores,student,d,0,1,1,b
05/20/2018 14:24,Lydia Flores,student,c,1,2,2,d
05/20/2018 12:00,Sarah Mendoza,faculty,e,0,4,5,door
05/20/2018 15:00,Sarah Mendoza,faculty,b,1,5,1,e
05/20/2018 15:01,Sarah Mendoza,faculty,c,2,3,1,b
05/20/2018 15:06,Sarah Mendoza,faculty,a,2,5,2,c
05/20/2018 15:21,Sarah Mendoza,faculty,d,3,5,3,a
05/20/2018 12:00,Sidney Omalley,adult,a,4,3,3,door
05/20/2018 13:12,Sidney Omalley,adult,b,4,5,1,a
05/20/2018 13:17,Sidney Omalley,adult,d,3,0,3,b
05/20/2018 13:26,Sidney Omalley,adult,c,0,3,1,d
05/20/2018 14:24,Sidney Omalley,adult,e,2,1,3,c
05/20/2018 12:00,Jason Thomas,student,b,4,4,3,door
05/20/2018 14:24,Jason Thomas,student,a,2,2,5,b
05/20/2018 15:07,Jason Thomas,student,c,4,0,0,a
05/20/2018 15:36,Jason Thomas,student,e,3,4,0,c
05/20/2018 15:36,Jason Thomas,student,d,5,0,4,e
05/20/2018 12:00,Meagan Taylor,faculty,d,2,5,4,door
05/20/2018 12:28,Meagan Taylor,faculty,a,5,1,2,d
05/20/2018 12:57,Meagan Taylor,faculty,e,1,0,1,a
05/20/2018 13:12,Meagan Taylor,faculty,c,1,3,0,e
05/20/2018 14:24,Meagan Taylor,faculty,b,0,0,5,c
05/20/2018 12:00,Shannon Sumner,adult,c,0,2,5,door
05/20/2018 14:24,Shannon Sumner,adult,e,1,3,2,c
05/20/2018 14:24,Shannon Sumner,adult,d,2,1,3,e
05/20/2018 14:24,Shannon Sumner,adult,a,2,4,5,d
05/20/2018 14:24,Shannon Sumner,adult,b,3,0,5,a
05/20/2018 12:00,Jaime Vega,faculty,b,3,5,4,door
05/20/2018 13:48,Jaime Vega,faculty,a,4,4,2,b
05/20/2018 14:09,Jaime Vega,faculty,c,5,1,4,a
05/20/2018 15:00,Jaime Vega,faculty,d,4,2,2,c
05/20/2018 15:00,Jaime Vega,faculty,e,3,4,4,d
05/20/2018 12:00,Peter Griffin,student,d,2,1,1,door
05/20/2018 12:54,Peter Griffin,student,c,3,3,4,d
05/20/2018 13:48,Peter Griffin,student,a,3,2,1,c
05/20/2018 13:48,Peter Griffin,student,b,3,0,3,a
05/20/2018 14:24,Peter Griffin,student,e,4,3,0,b
05/20/2018 12:00,Darin Bryant,faculty,d,1,0,1,door
05/20/2018 12:54,Darin Bryant,faculty,b,5,3,4,d
05/20/2018 13:48,Darin Bryant,faculty,e,5,5,1,b
05/20/2018 14:24,Darin Bryant,faculty,c,2,3,3,e
05/20/2018 14:31,Darin Bryant,faculty,a,5,1,1,c
05/20/2018 12:00,Gertrude Draper,adult,a,3,4,0,door
05/20/2018 12:54,Gertrude Draper,adult,e,2,3,5,a
05/20/2018 13:30,Gertrude Draper,adult,b,3,2,5,e
05/20/2018 14:24,Gertrude Draper,adult,c,0,5,2,b
05/20/2018 15:00,Gertrude Draper,adult,d,1,1,2,c
05/20/2018 12:00,Kerry Silva,adult,e,3,2,2,door
05/20/2018 13:48,Kerry Silva,adult,a,5,4,2,e
05/20/2018 16:19,Kerry Silva,adult,c,3,5,1,a
05/20/2018 16:19,Kerry Silva,adult,d,4,3,4,c
05/20/2018 16:19,Kerry Silva,adult,b,3,0,1,d
05/20/2018 12:00,Heather Grove,faculty,d,5,5,4,door
05/20/2018 12:43,Heather Grove,faculty,c,3,1,5,d
05/20/2018 13:22,Heather Grove,faculty,a,5,0,1,c
05/20/2018 13:48,Heather Grove,faculty,e,2,3,2,a
05/20/2018 15:00,Heather Grove,faculty,b,2,2,3,e
05/20/2018 12:00,Martha Cook,student,a,2,5,3,door
05/20/2018 13:12,Martha Cook,student,e,0,4,1,a
05/20/2018 13:26,Martha Cook,student,c,4,0,5,e
05/20/2018 14:04,Martha Cook,student,b,0,2,0,c
05/20/2018 14:24,Martha Cook,student,d,0,3,4,b
05/20/2018 12:00,Lynn Dye,student,c,5,2,3,door
05/20/2018 13:48,Lynn Dye,student,b,5,0,1,c
05/20/2018 15:00,Lynn Dye,student,a,5,0,1,b
05/20/2018 15:00,Lynn Dye,student,d,1,5,2,a
05/20/2018 15:36,Lynn Dye,student,e,4,3,5,d
05/20/2018 12:00,Edward Zalenski,adult,c,1,0,2,door
05/20/2018 14:06,Edward Zalenski,adult,a,4,1,2,c
05/20/2018 14:24,Edward Zalenski,adult,b,1,3,0,a
05/20/2018 14:24,Edward Zalenski,adult,d,2,1,0,b
05/20/2018 14:24,Edward Zalenski,adult,e,0,2,2,d
05/20/2018 12:00,Joshua Vazquez,faculty,e,1,1,0,door
05/20/2018 14:04,Joshua Vazquez,faculty,a,4,0,3,e
05/20/2018 14:24,Joshua Vazquez,faculty,b,4,1,1,a
05/20/2018 15:00,Joshua Vazquez,faculty,c,5,0,0,b
05/20/2018 15:28,Joshua Vazquez,faculty,d,5,1,5,c
05/20/2018 12:00,John Sloan,faculty,e,0,0,1,door
05/20/2018 12:43,John Sloan,faculty,a,2,5,0,e
05/20/2018 13:48,John Sloan,faculty,d,1,5,1,a
05/20/2018 13:58,John Sloan,faculty,b,5,4,3,d
05/20/2018 14:24,John Sloan,faculty,c,5,0,4,b
05/20/2018 12:00,James Walsh,entrepreneur,b,3,1,3,door
05/20/2018 13:12,James Walsh,entrepreneur,a,3,2,2,b
05/20/2018 13:44,James Walsh,entrepreneur,e,3,3,3,a
05/20/2018 13:48,James Walsh,entrepreneur,c,5,2,5,e
05/20/2018 15:00,James Walsh,entrepreneur,d,2,1,2,c
05/20/2018 12:00,Keith Rueluas,student,d,5,5,4,door
05/20/2018 13:48,Keith Rueluas,student,a,1,4,3,d
05/20/2018 15:00,Keith Rueluas,student,e,4,1,3,a
05/20/2018 15:36,Keith Rueluas,student,b,2,0,0,e
05/20/2018 15:54,Keith Rueluas,student,c,3,2,3,b
05/20/2018 12:00,Sara Frazier,adult,d,5,0,1,door
05/20/2018 13:48,Sara Frazier,adult,e,2,2,2,d
05/20/2018 15:00,Sara Frazier,adult,c,4,1,4,e
05/20/2018 15:03,Sara Frazier,adult,b,1,0,5,c
05/20/2018 15:36,Sara Frazier,adult,a,0,5,5,b
05/20/2018 12:00,Siobhan Hardman,student,b,5,5,5,door
05/20/2018 13:30,Siobhan Hardman,student,c,4,2,5,b
05/20/2018 13:45,Siobhan Hardman,student,e,2,1,1,c
05/20/2018 14:06,Siobhan Hardman,student,a,2,5,0,e
05/20/2018 14:22,Siobhan Hardman,student,d,1,0,2,a
05/20/2018 12:00,Morton Mcelrath,entrepreneur,d,0,3,5,door
05/20/2018 13:48,Morton Mcelrath,entrepreneur,e,2,3,4,d
05/20/2018 14:06,Morton Mcelrath,entrepreneur,a,3,3,1,e
05/20/2018 14:24,Morton Mcelrath,entrepreneur,c,1,4,5,a
05/20/2018 15:00,Morton Mcelrath,entrepreneur,b,1,0,3,c
05/20/2018 12:00,Lena Baumann,adult,d,3,2,0,door
05/20/2018 12:54,Lena Baumann,adult,b,0,2,0,d
05/20/2018 13:48,Lena Baumann,adult,e,5,5,1,b
05/20/2018 13:48,Lena Baumann,adult,c,0,1,1,e
05/20/2018 15:00,Lena Baumann,adult,a,4,5,3,c
05/20/2018 12:00,Brenda Keller,student,b,5,2,2,door
05/20/2018 14:16,Brenda Keller,student,a,3,2,3,b
05/20/2018 14:24,Brenda Keller,student,d,0,4,0,a
05/20/2018 15:41,Brenda Keller,student,e,5,1,1,d
05/20/2018 15:45,Brenda Keller,student,c,0,0,0,e
05/20/2018 12:00,Gerald Tafolla,entrepreneur,b,4,3,3,door
05/20/2018 13:48,Gerald Tafolla,entrepreneur,e,0,1,2,b
05/20/2018 14:24,Gerald Tafolla,entrepreneur,a,1,2,4,e
05/20/2018 14:42,Gerald Tafolla,entrepreneur,d,5,5,4,a
05/20/2018 15:36,Gerald Tafolla,entrepreneur,c,3,3,1,d
05/20/2018 12:00,Jennifer Brassfield,adult,c,4,5,5,door
05/20/2018 14:09,Jennifer Brassfield,adult,e,3,2,1,c
05/20/2018 15:00,Jennifer Brassfield,adult,b,3,5,5,e
05/20/2018 15:36,Jennifer Brassfield,adult,a,1,4,4,b
05/20/2018 16:04,Jennifer Brassfield,adult,d,3,3,1,a
05/20/2018 12:00,Danial Beard,adult,d,2,1,0,door
05/20/2018 12:32,Danial Beard,adult,a,3,3,3,d
